19011218	0
19011219	-94
19011220	11
19011221	-72
19011222	-33
19011223	-222
19011224	-67
19011225	-128
19011226	-94
19011227	-111
19011228	-44
19011229	-61
19011231	22
19020101	-33
19020102	-78
19020103	-183
19020104	-311
19020105	6
19020106	-133
19020107	-6
19020108	0
19020109	-50
19020110	-67
19020111	-117
19020112	-17
19020114	-72
19020115	-33
19020117	-11
19020119	-133
19020120	17
19020121	11
19020122	-139
19020123	-22
19020124	28
19020125	22
19020126	6
19020128	-6
19020129	-33
19020130	-50
19020131	-150
19020201	-11
19020202	-28
19020203	-17
19020204	-194
19020205	-161
19020206	-100
19020207	-22
19020208	-39
19020209	-56
19020210	-122
19020211	-117
19020212	-72
19020213	-61
19020214	-78
19020215	-67
19020216	-28
19020217	6
19020218	-83
19020219	-44
19020220	-33
19020221	-22
19020222	-11
19020223	-28
19020224	-17
19020226	-6
19020227	-33
19020228	-22
19020301	6
19020302	-22
19020303	-6
19020304	-56
19020305	-17
19020306	-83
19020307	22
19020308	-89
19020309	-122
19020310	-278
19020311	-161
19020312	-100
19020313	-83
19020314	-139
19020315	6
19020316	17
19020317	-11
19020318	0
19020319	-128
19020320	-139
19020322	-33
19020323	-22
19020324	11
19020325	33
19020326	-17
19020328	-44
19020329	6
19020330	17
19020331	11
19020401	11
19020402	0
19020403	-17
19020404	-100
19020405	-72
19020406	-33
19020407	-22
19020408	-39
19020409	-28
19020410	-17
19020411	28
19020412	50
19020413	6
19020414	-50
19020415	67
19020416	61
19020417	83
19020418	28
19020419	50
19020420	72
19020421	17
19020422	39
19020423	33
19020424	-17
19020425	56
19020427	6
19020428	-22
19020429	-6
19020430	0
19020502	28
19020503	78
19020504	72
19020506	39
19020507	33
19020509	56
19020510	22
19020511	72
19020512	17
19020513	67
19020514	89
19020516	128
19020517	117
19020518	72
19020519	94
19020520	67
19020521	150
19020522	83
19020523	100
19020524	117
19020525	106
19020526	17
19020527	67
19020528	150
19020529	167
19020530	156
19020531	117
19020601	78
19020602	72
19020603	144
19020604	189
19020605	33
19020606	139
19020607	56
19020608	50
19020609	106
19020610	94
19020611	67
19020612	150
19020613	111
19020614	156
19020615	78
19020616	239
19020617	94
19020619	122
19020620	167
19020621	128
19020622	117
19020623	72
19020624	172
19020625	189
19020626	122
19020627	167
19020628	128
19020629	117
19020630	106
19020701	144
19020702	161
19020703	150
19020704	139
19020705	156
19020706	194
19020707	106
19020708	94
19020709	67
19020710	122
19020711	111
19020712	128
19020713	117
19020714	106
19020715	172
19020716	217
19020717	150
19020718	183
19020719	200
19020720	133
19020721	150
19020722	167
19020723	128
19020724	194
19020725	183
19020726	200
19020728	178
19020729	139
19020730	156
19020731	117
19020801	117
19020803	172
19020804	133
19020805	150
19020807	156
19020808	194
19020809	183
19020810	144
19020811	133
19020812	122
19020813	139
19020814	156
19020815	117
19020816	106
19020818	161
19020819	178
19020820	167
19020821	156
19020822	89
19020823	106
19020824	172
19020825	133
19020826	122
19020828	128
19020829	89
19020830	106
19020901	144
19020902	161
19020903	122
19020904	139
19020905	156
19020906	117
19020907	106
19020908	56
19020909	133
19020911	94
19020912	100
19020913	89
19020914	83
19020915	56
19020917	122
19020918	111
19020919	67
19020920	61
19020922	56
19020923	78
19020924	122
19020925	139
19020926	100
19020927	61
19020928	83
19020929	56
19020930	50
19021001	44
19021003	67
19021004	33
19021006	106
19021007	78
19021008	72
19021009	-44
19021010	67
19021011	61
19021013	56
19021014	78
19021015	6
19021016	17
19021017	67
19021018	33
19021020	28
19021021	22
19021022	6
19021023	-44
19021024	67
19021025	61
19021027	56
19021028	50
19021029	72
19021031	39
19021101	67
19021102	61
19021104	28
19021105	-33
19021106	-22
19021107	17
19021108	39
19021109	61
19021111	56
19021112	50
19021113	44
19021114	17
19021115	39
19021116	0
19021118	28
19021119	22
19021120	44
19021121	-11
19021122	11
19021123	33
19021125	-111
19021126	-61
19021127	6
19021128	-67
19021129	-28
19021201	-161
19021202	-128
19021203	-144
19021204	-78
19021205	-67
19021206	11
19021207	0
19021209	-72
19021210	-61
19021211	6
19021212	-11
19021213	11
19021214	0
19021217	22
19021218	6
19021219	-11
19021220	11
19021221	0
19021222	-83
19021223	28
19021224	22
19021225	6
19021226	-39
19021227	-6
19021228	0
19021229	-128
19021230	-44
19021231	-33
19010101	-139
19010102	-22
19010103	-11
19010105	-17
19010106	6
19010107	-44
19010108	39
19010109	-22
19010110	-11
19010112	-17
19010113	6
19010114	-44
19010115	-6
19010116	-50
19010117	-11
19010118	-28
19010119	-17
19010120	6
19010122	39
19010123	0
19010125	28
19010126	22
19010129	-33
19010130	-22
19010131	-39
19010201	-11
19010202	-28
19010203	-94
19010204	6
19010205	17
19010206	-33
19010207	-22
19010209	-28
19010210	-117
19010211	-83
19010212	-72
19010213	-200
19010214	-50
19010215	-183
19010216	-28
19010217	-94
19010218	-100
19010219	-144
19010220	-61
19010221	-22
19010222	-67
19010223	-28
19010224	-133
19010226	-172
19010227	-6
19010301	-89
19010302	-78
19010303	-67
19010304	-6
19010305	0
19010308	-33
19010309	-50
19010310	17
19010311	11
19010312	0
19010313	-111
19010314	28
19010315	50
19010316	6
19010317	17
19010318	-6
19010319	-17
19010320	-106
19010321	-122
19010322	22
19010323	44
19010324	-11
19010325	-56
19010326	-94
19010327	-83
19010328	-44
19010329	-33
19010330	-22
19010331	-11
19010402	39
19010403	61
19010405	28
19010406	22
19010407	44
19010408	17
19010409	39
19010410	33
19010412	28
19010413	22
19010414	6
19010415	-11
19010416	11
19010417	61
19010419	28
19010420	22
19010421	6
19010422	17
19010423	39
19010424	33
19010426	28
19010427	139
19010428	72
19010429	194
19010430	39
19010501	61
19010502	83
19010504	22
19010505	6
19010507	11
19010508	33
19010509	100
19010510	117
19010511	78
19010512	256
19010513	133
19010514	150
19010515	167
19010516	156
19010517	28
19010518	50
19010519	72
19010520	17
19010521	67
19010522	167
19010523	128
19010524	117
19010525	106
19010526	144
19010527	133
19010528	178
19010529	139
19010530	156
19010531	56
19010601	117
19010602	183
19010603	44
19010604	189
19010605	206
19010606	139
19010607	233
19010608	250
19010609	267
19010610	144
19010611	217
19010612	122
19010613	111
19010614	128
19010615	117
19010616	106
19010617	144
19010618	217
19010619	206
19010620	167
19010621	156
19010622	194
19010623	267
19010624	256
19010626	206
19010627	167
19010628	156
19010630	183
19010701	144
19010702	189
19010703	122
19010704	111
19010705	128
19010706	194
19010707	211
19010708	172
19010709	161
19010710	283
19010711	167
19010712	289
19010713	194
19010714	239
19010715	172
19010716	217
19010717	206
19010718	244
19010719	233
19010720	250
19010721	183
19010722	228
19010723	217
19010724	206
19010726	289
19010727	306
19010728	211
19010729	228
19010730	217
19010731	206
19010801	194
19010802	239
19010803	200
19010804	189
19010805	178
19010806	167
19010807	156
19010809	211
19010810	200
19010811	217
19010812	178
19010813	244
19010814	261
19010815	278
19010816	267
19010817	228
19010819	178
19010820	139
19010821	156
19010822	194
19010823	183
19010824	144
19010825	161
19010826	178
19010828	156
19010829	117
19010830	106
19010831	172
19010901	144
19010902	56
19010903	78
19010904	72
19010905	128
19010906	117
19010907	89
19010908	172
19010909	133
19010910	50
19010911	167
19010912	100
19010913	67
19010914	106
19010915	172
19010916	133
19010917	122
19010918	139
19010919	156
19010920	117
19010921	106
19010922	172
19010923	133
19010924	178
19010925	111
19010926	100
19010927	117
19010928	106
19010929	144
19011001	133
19011002	150
19011003	139
19011004	128
19011005	117
19011006	106
19011008	94
19011009	122
19011010	111
19011011	128
19011013	78
19011014	72
19011015	94
19011016	67
19011017	111
19011018	100
19011020	78
19011021	72
19011022	94
19011023	67
19011024	89
19011025	100
19011027	78
19011030	67
19011031	61
19011101	89
19011102	83
19011103	28
19011104	50
19011105	44
19011106	17
19011107	11
19011110	28
19011111	-44
19011112	-33
19011113	-22
19011114	6
19011115	33
19011116	-17
19011117	28
19011118	-72
19011119	-33
19011120	17
19011121	-6
19011122	-28
19011123	-17
19011124	0
19011125	22
19011126	-33
19011127	17
19011128	-6
19011129	-28
19011130	-94
19011201	-100
19011202	-44
19011203	-61
19011204	-106
19011205	6
19011206	-117
19011207	-94
19011208	28
19011209	-44
19011210	-33
19011211	-78
19011212	-117
19011213	-133
19011214	-94
19011215	-83
19011216	-72
19011217	-89
19011218	-78
19011219	6
19011220	-28
19011221	-17
19011222	0
19011223	-139
19011225	-122
19011226	-278
19011227	-28
19011228	-100
19011229	-83
19011230	22
19020101	-117
19020102	6
19020103	-61
19020104	-228
19020105	17
19020106	11
19020107	-17
19020108	-83
19020109	28
19020110	22
19020111	-50
19020112	-11
19020113	-6
19020114	-94
19020115	-189
19020116	28
19020117	-33
19020118	-111
19020119	-106
19020120	11
19020121	-94
19020122	-133
19020123	6
19020124	22
19020126	17
19020127	11
19020128	-17
19020129	-83
19020130	-44
19020131	-33
19020201	22
19020202	-50
19020203	-11
19020204	-139
19020206	-122
19020207	-72
19020208	-89
19020209	-50
19020210	-67
19020211	-111
19020212	-94
19020213	-83
19020214	-44
19020215	-61
19020216	-22
19020217	17
19020218	-6
19020219	-106
19020221	-44
19020222	-33
19020223	-22
19020224	0
19020225	-6
19020226	-17
19020228	6
19020301	17
19020302	11
19020303	-33
19020304	-78
19020305	6
19020307	-17
19020308	-83
19020309	-172
19020310	-89
19020311	-78
19020312	-122
19020313	-28
19020314	-17
19020315	0
19020316	11
19020317	-33
19020318	-78
19020319	-39
19020321	-94
19020323	11
19020324	33
19020326	6
19020327	22
19020328	-17
19020329	17
19020330	-6
19020331	-33
19020401	-61
19020402	-50
19020403	-11
19020404	22
19020405	-17
19020406	17
19020408	-33
19020409	-22
19020410	-39
19020411	22
19020413	17
19020414	67
19020415	33
19020416	-22
19020417	28
19020418	22
19020420	17
19020421	67
19020422	33
19020423	-22
19020424	56
19020425	50
19020426	-17
19020427	17
19020428	11
19020429	33
19020501	6
19020502	50
19020504	17
19020505	11
19020506	61
19020508	28
19020509	22
19020510	44
19020511	17
19020512	67
19020513	89
19020514	83
19020515	133
19020516	78
19020517	111
19020518	128
19020519	117
19020520	106
19020521	144
19020522	161
19020523	122
19020524	111
19020525	128
19020526	67
19020527	61
19020528	83
19020529	133
19020530	122
19020531	139
19020601	72
19020602	156
19020603	117
19020604	106
19020605	144
19020606	56
19020607	78
19020608	111
19020609	100
19020610	67
19020611	61
19020612	144
19020614	206
19020615	139
19020617	67
19020618	89
19020619	172
19020620	189
19020621	178
19020622	167
19020623	128
19020625	106
19020626	200
19020627	133
19020628	150
19020629	167
19020630	128
19020701	67
19020702	106
19020703	83
19020704	189
19020705	122
19020706	139
19020707	128
19020709	106
19020710	144
19020712	150
19020714	100
19020715	117
19020716	89
19020717	172
19020718	156
19020719	117
19020720	106
19020721	172
19020722	161
19020724	139
19020725	156
19020727	183
19020728	200
19020729	133
19020730	150
19020731	167
19020801	139
19020802	128
19020803	117
19020805	172
19020806	189
19020807	178
19020809	156
19020811	106
19020812	172
19020813	133
19020814	150
19020815	139
19020816	100
19020817	117
19020819	144
19020820	133
19020821	150
19020822	111
19020823	100
19020824	117
19020825	183
19020826	144
19020827	133
19020828	178
19020829	167
19020830	128
19020831	78
19020901	117
19020904	133
19020905	178
19020906	111
19020907	100
19020908	117
19020909	183
19020910	94
19020911	39
19020912	122
19020913	111
19020915	78
19020916	106
19020917	94
19020918	67
19020919	61
19020921	56
19020922	78
19020923	72
19020924	94
19020925	133
19020926	89
19020927	83
19020928	56
19020929	78
19020930	72
19021002	67
19021003	89
19021005	56
19021006	100
19021007	44
19021008	17
19021009	39
19021010	61
19021012	56
19021013	50
19021014	72
19021015	0
19021016	67
19021017	33
19021018	83
19021019	56
19021020	-22
19021021	72
19021022	0
19021023	-6
19021024	89
19021026	56
19021027	50
19021028	72
19021029	17
19021030	67
19021031	61
19021101	61
19021103	28
19021104	22
19021106	0
19021107	39
19021108	33
19021110	56
19021111	50
19021112	44
19021114	39
19021115	-78
19021116	-39
19021117	-28
19021118	22
19021120	0
19021121	11
19021122	33
19021123	-11
19021125	-17
19021126	-83
19021127	17
19021128	11
19021129	-50
19021130	-67
19021201	-183
19021202	-94
19021203	-83
19021204	-44
19021205	-6
19021206	-50
19021207	-39
19021208	6
19021210	-83
19021211	17
19021212	11
19021213	-22
19021215	28
19021216	-17
19021217	-133
19021218	-44
19021219	-33
19021220	-22
19021221	-67
19021222	-28
19021223	-17
19021225	0
19021226	-89
19021227	-22
19021228	-11
19021229	-56
19021230	-94
19021231	-83
19010101	-83
19010102	-156
19010103	-33
19010104	-50
19010105	-11
19010106	17
19010107	-6
19010109	-44
19010110	6
19010111	-22
19010112	-11
19010113	17
19010114	-6
19010116	-44
19010117	6
19010118	-22
19010119	-39
19010120	0
19010121	-17
19010124	28
19010125	22
19010126	-11
19010127	-28
19010128	-17
19010130	-44
19010131	-33
19010201	-33
19010202	-22
19010203	-167
19010204	0
19010207	-44
19010208	-89
19010209	-200
19010210	-111
19010211	-183
19010212	-94
19010213	-83
19010214	-72
19010215	-89
19010216	-50
19010217	-106
19010220	-161
19010221	-44
19010222	-33
19010223	-22
19010224	-106
19010225	-122
19010226	-6
19010227	-133
19010228	-44
19010301	-172
19010302	-139
19010303	-61
19010304	-22
19010306	6
19010307	22
19010308	-172
19010309	0
19010310	39
19010312	-11
19010313	28
19010314	22
19010316	17
19010317	-6
19010318	-22
19010319	-11
19010320	6
19010321	-17
19010322	-111
19010323	17
19010324	11
19010325	-78
19010326	-67
19010327	-100
19010328	-94
19010329	-167
19010331	11
19010401	11
19010403	-39
19010404	28
19010405	22
19010407	0
19010408	39
19010409	33
19010411	56
19010412	50
19010413	44
19010414	0
19010415	-6
19010417	-39
19010418	28
19010419	50
19010420	72
19010421	17
19010422	67
19010423	33
19010424	83
19010425	106
19010426	22
19010427	72
19010428	94
19010429	67
19010501	117
19010502	6
19010503	78
19010504	-22
19010505	0
19010506	11
19010507	33
19010508	83
19010509	122
19010510	78
19010511	233
19010512	222
19010513	106
19010514	172
19010515	133
19010516	56
19010517	22
19010519	17
19010520	106
19010521	61
19010522	161
19010523	206
19010524	78
19010525	128
19010526	117
19010527	106
19010528	89
19010529	189
19010530	56
19010531	111
19010601	111
19010602	156
19010603	117
19010604	106
19010605	172
19010606	217
19010607	206
19010608	167
19010609	156
19010610	222
19010611	239
19010612	89
19010613	133
19010614	56
19010615	167
19010616	156
19010617	194
19010618	211
19010620	189
19010621	178
19010622	167
19010623	233
19010624	278
19010625	239
19010626	228
19010627	161
19010628	150
19010629	167
19010630	128
19010703	144
19010704	161
19010705	206
19010706	167
19010707	261
19010708	222
19010709	267
19010710	228
19010711	189
19010712	206
19010713	167
19010714	261
19010715	278
19010716	239
19010717	228
19010719	206
19010720	244
19010721	261
19010722	222
19010723	239
19010724	200
19010725	217
19010726	206
19010727	244
19010728	289
19010729	278
19010730	267
19010731	256
19010802	261
19010804	211
19010805	200
19010806	161
19010807	206
19010808	167
19010809	156
19010811	239
19010812	256
19010813	217
19010814	206
19010815	272
19010817	278
19010818	211
19010819	172
19010820	189
19010821	206
19010822	167
19010823	156
19010824	117
19010825	183
19010826	172
19010827	189
19010829	111
19010830	156
19010831	117
19010901	117
19010902	50
19010903	72
19010904	94
19010905	122
19010906	139
19010907	156
19010909	106
19010910	172
19010911	94
19010912	178
19010913	111
19010914	156
19010915	117
19010916	106
19010917	172
19010918	133
19010919	150
19010920	139
19010921	100
19010922	117
19010923	183
19010924	172
19010925	161
19010926	122
19010927	167
19010928	156
19010929	117
19010930	106
19011001	106
19011002	89
19011003	133
19011004	150
19011005	139
19011006	128
19011007	117
19011008	106
19011009	89
19011010	83
19011011	122
19011012	111
19011013	100
19011014	94
19011015	67
19011016	89
19011017	83
19011018	56
19011019	78
19011020	100
19011021	94
19011022	106
19011023	89
19011024	83
19011025	56
19011026	78
19011027	100
19011029	106
19011030	61
19011031	83
19011102	56
19011103	78
19011104	6
19011105	17
19011106	67
19011107	33
19011108	-22
19011109	28
19011111	-17
19011112	-83
19011113	-6
19011114	0
19011115	-22
19011116	-39
19011117	22
19011118	-17
19011120	-44
19011121	0
19011122	-50
19011123	-117
19011124	-189
19011125	44
19011126	17
19011127	11
19011128	0
19011129	-22
19011130	-161
19011201	-206
19011202	-17
19011203	-83
19011204	-6
19011205	0
19011206	-111
19011207	28
19011208	-56
19011209	6
19011210	-100
19011212	-33
19011213	-50
19011214	-39
19011215	-56
19011216	-94
19011217	-100
19011218	-72
19011219	-89
19011221	-11
19011222	-28
19011223	-161
19011224	-83
19011226	-61
19011227	-50
19011228	-122
19011229	22
19011230	-17
19011231	-83
19020101	28
19020102	-94
19020103	-83
19020104	-44
19020105	11
19020106	6
19020107	-11
19020108	28
19020109	22
19020111	-72
19020112	-100
19020113	-50
19020114	-111
19020115	-28
19020116	-17
19020117	-83
19020118	-133
19020119	-6
19020120	6
19020121	-11
19020122	-56
19020123	-17
19020125	17
19020126	11
19020127	6
19020128	-11
19020129	-28
19020130	-94
19020131	-222
19020201	-83
19020202	17
19020203	-6
19020204	-133
19020205	-128
19020206	-56
19020207	-111
19020208	-83
19020209	-44
19020210	-33
19020211	-133
19020212	-11
19020214	-94
19020216	-150
19020217	11
19020218	-50
19020219	117
19020220	-56
19020221	-17
19020223	-44
19020224	-33
19020225	-22
19020226	-11
19020227	-28
19020228	0
19020301	-6
19020302	6
19020304	-44
19020305	0
19020308	-122
19020309	-94
19020310	-83
19020311	-72
19020313	-22
19020314	-11
19020315	11
19020316	6
19020318	-72
19020319	0
19020320	-22
19020321	-67
19020322	-28
19020323	-17
19020324	-100
19020325	28
19020326	22
19020327	-22
19020328	-39
19020329	-28
19020330	-17
19020331	-83
19020401	-83
19020402	28
19020403	-33
19020404	-22
19020405	-11
19020406	-28
19020407	6
19020408	-83
19020409	-44
19020410	0
19020411	-50
19020412	17
19020413	67
19020414	61
19020416	56
19020417	50
19020418	72
19020419	17
19020420	11
19020421	33
19020423	28
19020424	0
19020425	72
19020426	17
19020427	-6
19020428	33
19020430	56
19020501	50
19020502	72
19020503	17
19020504	122
19020505	33
19020507	56
19020508	22
19020509	44
19020510	17
19020511	67
19020512	33
19020514	28
19020515	106
19020516	72
19020517	94
19020518	178
19020519	33
19020520	128
19020521	56
19020522	78
19020523	72
19020525	150
19020526	111
19020527	156
19020528	117
19020529	183
19020530	200
19020531	133
19020601	17
19020602	67
19020603	61
19020604	128
19020605	117
19020606	78
19020607	72
19020608	133
19020609	122
19020610	139
19020611	83
19020612	56
19020613	106
19020614	144
19020616	67
19020617	167
19020618	128
19020619	56
19020620	78
19020621	172
19020622	133
19020623	178
19020624	139
19020625	100
19020626	117
19020627	106
19020628	228
19020629	94
19020630	150
19020701	139
19020702	83
19020704	183
19020706	161
19020707	150
19020708	111
19020709	128
19020710	117
19020711	106
19020712	144
19020713	161
19020714	122
19020715	89
19020716	128
19020717	117
19020718	150
19020719	167
19020720	128
19020723	144
19020724	133
19020725	178
19020726	139
19020727	156
19020729	106
19020730	172
19020731	133
19020802	150
19020803	139
19020804	128
19020805	117
19020808	189
19020809	178
19020810	167
19020811	128
19020812	117
19020813	106
19020814	144
19020815	133
19020816	122
19020817	139
19020818	156
19020819	117
19020821	144
19020823	78
19020824	111
19020825	156
19020826	117
19020827	106
19020828	172
19020829	133
19020830	78
19020831	139
19020901	111
19020902	100
19020904	106
19020905	172
19020906	161
19020907	178
19020908	167
19020909	156
19020910	117
19020911	106
19020912	83
19020914	78
19020915	72
19020916	100
19020917	117
19020918	89
19020920	56
19020921	50
19020923	100
19020924	117
19020925	61
19020926	83
19020928	78
19020929	111
19020930	-22
19021001	39
19021002	33
19021003	83
19021004	28
19021005	78
19021006	72
19021007	94
19021008	67
19021009	33
19021011	56
19021012	50
19021013	44
19021015	67
19021016	6
19021017	83
19021018	56
19021019	0
19021021	17
19021022	11
19021023	33
19021024	83
19021025	56
19021026	50
19021027	72
19021028	17
19021029	67
19021030	61
19021101	83
19021102	56
19021103	50
19021104	44
19021105	-28
19021106	-17
19021107	33
19021109	56
19021110	50
19021111	44
19021112	-28
19021113	-6
19021114	33
19021116	-61
19021117	22
19021118	-11
19021119	17
19021120	39
19021121	33
19021123	28
19021124	22
19021125	-106
19021126	-28
19021127	11
19021129	-44
19021130	-111
19021201	-100
19021202	-144
19021203	-56
19021204	-94
19021205	6
19021206	-72
19021207	-133
19021208	0
19021209	-11
19021210	17
19021211	11
19021212	6
19021213	-44
19021214	-61
19021215	22
19021216	-11
19021217	17
19021218	11
19021219	6
19021220	-44
19021221	-61
19021222	0
19021224	17
19021225	11
19021226	-83
19021227	-44
19021228	-33
19021229	-22
19021230	-111
19021231	-28
19010101	-106
19010102	-17
19010104	-44
19010105	-33
19010106	11
19010107	-11
19010108	-28
19010109	-17
19010110	0
19010111	-44
19010112	-33
19010113	11
19010114	6
19010116	28
19010117	0
19010118	-44
19010119	-33
19010120	11
19010121	6
19010122	-56
19010123	28
19010124	22
19010125	-44
19010127	-6
19010128	-11
19010129	-28
19010201	-83
19010202	-44
19010203	-33
19010204	-6
19010205	6
19010206	-28
19010207	-17
19010208	0
19010210	-133
19010211	-78
19010213	-56
19010214	-183
19010215	-150
19010216	-133
19010217	-89
19010218	-50
19010219	-67
19010220	-56
19010221	-17
19010222	-117
19010223	-44
19010224	-89
19010225	-22
19010226	-39
19010227	-106
19010228	-178
19010301	-56
19010302	-94
19010303	-83
19010305	-33
19010306	22
19010307	-11
19010308	-28
19010309	-6
19010310	6
19010312	-33
19010313	-78
19010314	-11
19010315	17
19010316	-6
19010317	6
19010319	-61
19010320	-50
19010322	-28
19010323	11
19010324	6
19010325	-111
19010326	-89
19010327	-50
19010328	-67
19010329	-28
19010330	-6
19010401	33
19010403	28
19010404	22
19010406	17
19010407	11
19010408	61
19010410	28
19010411	50
19010412	-11
19010413	-28
19010414	11
19010416	-44
19010417	28
19010418	100
19010419	44
19010420	17
19010421	67
19010422	33
19010423	83
19010424	56
19010425	100
19010428	172
19010429	161
19010430	83
19010501	56
19010502	100
19010503	72
19010504	17
19010505	-6
19010506	6
19010507	-11
19010508	28
19010510	189
19010511	178
19010512	167
19010513	100
19010514	222
19010515	106
19010516	144
19010517	72
19010518	94
19010519	67
19010520	100
19010521	83
19010522	106
19010523	200
19010524	133
19010525	94
19010526	111
19010527	156
19010528	117
19010529	106
19010530	144
19010531	161
19010601	161
19010602	122
19010603	139
19010604	156
19010607	172
19010608	133
19010609	206
19010612	83
19010613	106
19010614	78
19010615	133
19010616	150
19010617	111
19010618	156
19010620	183
19010621	228
19010622	189
19010623	206
19010624	244
19010625	261
19010626	278
19010627	106
19010628	172
19010629	161
19010630	178
19010701	167
19010703	117
19010704	183
19010705	144
19010706	161
19010707	122
19010708	139
19010709	233
19010711	183
19010712	228
19010713	161
19010714	178
19010715	244
19010716	156
19010717	278
19010718	211
19010719	256
19010720	294
19010721	311
19010722	272
19010723	233
19010724	278
19010725	211
19010726	256
19010727	217
19010728	206
19010729	244
19010730	261
19010731	194
19010801	189
19010802	206
19010803	167
19010806	183
19010807	200
19010808	217
19010809	178
19010810	111
19010811	156
19010812	222
19010813	211
19010814	228
19010815	217
19010816	206
19010818	156
19010819	250
19010820	183
19010821	172
19010822	161
19010823	178
19010824	139
19010825	156
19010827	211
19010828	172
19010829	189
19010830	150
19010831	139
19010901	111
19010902	100
19010903	117
19010904	106
19010905	89
19010906	83
19010907	122
19010908	167
19010909	100
19010910	117
19010911	106
19010912	172
19010913	161
19010915	111
19010916	128
19010917	117
19010918	106
19010919	144
19010920	133
19010921	150
19010922	111
19010923	156
19010924	117
19010925	106
19010926	172
19010927	189
19010929	167
19010930	156
19011001	156
19011003	106
19011004	144
19011005	133
19011006	122
19011007	111
19011008	100
19011009	83
19011010	106
19011011	22
19011012	72
19011013	94
19011014	67
19011015	100
19011016	83
19011017	106
19011018	78
19011019	72
19011020	94
19011021	67
19011022	100
19011023	83
19011025	78
19011026	72
19011027	94
19011028	111
19011029	61
19011031	56
19011102	78
19011103	72
19011104	17
